alert_id,timestamp,machine_id,operator_id,task_id,alert_type,severity,source,message,recommended_action,resolved
AL001209,2025-01-31 13:00:00,M0041,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 104m).",Consider pausing operations until conditions improve.,False
AL001055,2025-01-31 17:49:48,M0022,OP0052,T00384,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000850,2025-02-01 06:00:00,M0023,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000851,2025-02-01 06:00:00,M0023,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000637,2025-02-01 10:14:00,M0038,OP0050,T00470,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000307,2025-02-01 12:08:00,M0038,OP0050,T00470,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000825,2025-02-02 06:00:00,M0027,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000767,2025-02-02 10:00:00,M0026,OP0041,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000203,2025-02-02 10:19:00,M0014,OP0003,T00305,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000752,2025-02-02 15:00:00,M0005,OP0028,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001102,2025-02-02 17:10:18,M0013,OP0028,T00550,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000653,2025-02-03 08:23:00,M0022,OP0005,T00564,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000355,2025-02-03 09:34:00,M0022,OP0005,T00564,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000750,2025-02-03 10:00:00,M0016,OP0016,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000356,2025-02-03 10:46:00,M0022,OP0005,T00564,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000357,2025-02-03 11:52:00,M0022,OP0005,T00564,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000358,2025-02-03 12:03:00,M0022,OP0005,T00564,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000359,2025-02-03 12:10:00,M0022,OP0005,T00564,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001217,2025-02-03 13:00:00,M0034,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 124m).",Consider pausing operations until conditions improve.,True
AL000151,2025-02-03 15:34:00,M0030,OP0020,T00236,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000152,2025-02-03 17:47:00,M0030,OP0020,T00236,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000153,2025-02-03 18:49:00,M0030,OP0020,T00236,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000956,2025-02-03 20:38:54,M0036,OP0042,T00064,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000281,2025-02-04 09:34:00,M0019,OP0005,T00423,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001153,2025-02-04 10:57:36,M0021,OP0030,T00716,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000081,2025-02-04 14:15:00,M0012,OP0048,T00137,PROXIMITY,MEDIUM,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000239,2025-02-04 15:08:00,M0005,OP0027,T00353,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000206,2025-02-04 15:33:00,M0004,OP0017,T00312,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,False
AL000976,2025-02-04 16:27:18,M0012,OP0048,T00137,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000240,2025-02-04 17:05:00,M0005,OP0027,T00353,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000241,2025-02-04 17:37:00,M0005,OP0027,T00353,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000186,2025-02-05 15:30:00,M0039,OP0030,T00291,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001024,2025-02-05 19:11:06,M0039,OP0030,T00291,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000925,2025-02-06 07:00:00,M0016,OP0037,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000429,2025-02-06 16:53:00,M0008,OP0050,T00699,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,False
AL001118,2025-02-06 18:35:30,M0038,OP0004,T00602,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000607,2025-02-07 15:18:00,M0016,OP0023,T00333,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000876,2025-02-08 06:00:00,M0023,OP0029,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000566,2025-02-08 06:21:00,M0012,OP0027,T00118,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000778,2025-02-08 07:00:00,M0006,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000258,2025-02-08 12:33:00,M0018,OP0045,T00376,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000780,2025-02-09 09:00:00,M0035,OP0046,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000339,2025-02-09 10:48:00,M0018,OP0029,T00527,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001054,2025-02-09 14:05:48,M0024,OP0024,T00381,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001269,2025-02-10 06:00:00,M0006,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 227m).",Consider pausing operations until conditions improve.,True
AL001271,2025-02-10 13:00:00,M0019,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 391m).",Consider pausing operations until conditions improve.,True
AL000890,2025-02-10 15:00:00,M0010,OP0029,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001294,2025-02-11 06:00:00,M0015,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 169m).",Consider pausing operations until conditions improve.,True
AL000715,2025-02-11 12:00:00,M0020,OP0016,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001196,2025-02-11 19:00:00,M0032,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 178m).",Consider pausing operations until conditions improve.,True
AL000917,2025-02-12 10:00:00,M0018,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000916,2025-02-12 10:00:00,M0018,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000049,2025-02-12 10:16:00,M0030,OP0030,T00062,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000955,2025-02-12 12:28:54,M0030,OP0030,T00062,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000972,2025-02-12 13:58:00,M0016,OP0032,T00126,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001245,2025-02-12 19:00:00,M0042,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 84m).",Consider pausing operations until conditions improve.,False
AL000205,2025-02-14 11:34:00,M0039,OP0031,T00310,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000557,2025-02-14 12:02:00,M0031,OP0015,T00088,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000556,2025-02-14 12:02:00,M0031,OP0015,T00088,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000428,2025-02-14 14:34:00,M0007,OP0009,T00698,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000025,2025-02-14 16:03:00,M0030,OP0007,T00038,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000026,2025-02-14 16:25:00,M0030,OP0007,T00038,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000961,2025-02-14 22:00:48,M0031,OP0015,T00088,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000948,2025-02-15 00:55:30,M0030,OP0007,T00038,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000863,2025-02-15 07:00:00,M0030,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000862,2025-02-15 07:00:00,M0030,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000807,2025-02-15 14:00:00,M0024,OP0030,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000910,2025-02-16 13:00:00,M0037,OP0016,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000253,2025-02-16 13:17:00,M0035,OP0051,T00367,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000371,2025-02-16 16:54:00,M0036,OP0041,T00594,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000372,2025-02-16 17:10:00,M0036,OP0041,T00594,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000373,2025-02-16 18:49:00,M0036,OP0041,T00594,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000098,2025-02-17 15:31:00,M0017,OP0029,T00161,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000099,2025-02-17 17:04:00,M0017,OP0029,T00161,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000301,2025-02-18 09:00:00,M0017,OP0039,T00459,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000887,2025-02-18 11:00:00,M0028,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000183,2025-02-18 13:47:00,M0012,OP0054,T00286,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000990,2025-02-19 00:05:06,M0014,OP0006,T00183,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001202,2025-02-19 06:00:00,M0015,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 242m).",Consider pausing operations until conditions improve.,True
AL000398,2025-02-19 06:41:00,M0021,OP0044,T00636,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000399,2025-02-19 07:20:00,M0021,OP0044,T00636,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000029,2025-02-19 09:17:00,M0021,OP0007,T00043,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
